support,confidence,antecedent,consequent
0.007,0.316,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Firestone Walker Brewing Company=805 Blonde]
0.010,0.231,[Ballast Point Brewing & Spirits=Sculpin IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.625,[Firestone Walker Brewing Company=Easy Jack]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Anchor Brewing Company=Anchor Steam Beer]
0.007,0.273,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.208,[Big Sky Brewing Company=Moose Drool Brown Ale],[The Bruery=Tart of Darkness (2014)]
0.007,0.429,[Alpine Beer Company (CA)=Nelson],[Russian River Brewing Company=Blind Pig IPA]
0.007,0.375,[Drake's Brewing Company=Denogginizer],[Firestone Walker Brewing Company=Double Jack]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.357,[New Belgium Brewing Company=1554],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.357,[Drake's Brewing Company=Aroma Coma],[Lagunitas Brewing Company=IPA]
0.005,0.312,[Dogfish Head Craft Brewery=60 Minute IPA],[Brouwerij St. Bernardus=St. Bernardus Abt 12]
0.007,0.286,[The Bruery=Mischief],[Firestone Walker Brewing Company=Oaktoberfest]
0.007,0.375,[BarrelHouse Brewing Co=BarrelHouse Stout],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.312,[Dogfish Head Craft Brewery=60 Minute IPA],[Stone Brewing Co.=Stone IPA]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Firestone Walker Brewing Company=Pivo Pils]
0.005,1.000,[Firestone Walker Brewing Company=Velvet Merlin]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.333,[Kern River Brewing Company=Just Outstanding IPA],[Firestone Walker Brewing Company=Double Jack]
0.005,0.357,[Lagunitas Brewing Company=A Little Sumpin' Extra! Ale],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,1.000,[Alpine Beer Company (CA)=Nelson]-[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Drake's Brewing Company=Aroma Coma]
0.005,0.200,[Guinness=Guinness Draught],[New Belgium Brewing Company=Fat Tire]
0.008,0.304,[Dogfish Head Craft Brewery=Punkin Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.294,[Karl Strauss Brewing Company=Tower 10 IPA],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.385,[Firestone Walker Brewing Company=Bretta Weisse],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.417,[Ninkasi Brewing Company=Oatis Oatmeal Stout],[Hangar 24 Craft Brewery=Chocolate Porter]-[Stone Brewing Co.=Stone Smoked Porter]
0.005,1.000,[Lagunitas Brewing Company=Lagunitas Sucks]-[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.714,[Firestone Walker Brewing Company=Pivo Pils]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.357,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Drake's Brewing Company=1500 Pale Ale],[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.333,[Deschutes Brewery=Twilight Summer Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.012,0.250,[Lagunitas Brewing Company=IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.714,[Firestone Walker Brewing Company=Union Jack IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Blue Moon Brewing Company=Belgian White]
0.005,0.357,[Lagunitas Brewing Company=A Little Sumpin' Extra! Ale],[Firestone Walker Brewing Company=Opal]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[The Bruery=Tart of Darkness (2014)]
0.005,0.312,[North Coast Brewing Company=Scrimshaw Pilsner],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Pale 31],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Stone Brewing Co.=Stone IPA]
0.005,0.417,[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.011,0.256,[Ballast Point Brewing & Spirits=Sculpin IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,1.000,[Lagunitas Brewing Company=Lagunitas Sucks]-[Russian River Brewing Company=Blind Pig IPA],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.462,[New Belgium Brewing Company=La Folie (Lips of Faith) (2014)],[Russian River Brewing Company=Blind Pig IPA]
0.007,0.353,[Lagunitas Brewing Company=Pils],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.556,[Golden Road Brewing=2020 IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.312,[Boston Beer Company (Samuel Adams)=Samuel Adams Summer Ale],[Widmer Brothers Brewing=Hefeweizen]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Firestone Walker Brewing Company=Agrestic]
0.005,0.455,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Sierra Nevada Brewing Co.=Pale Ale],[Trumer=Trumer Pils]
0.005,0.556,[Deschutes Brewery=Mirror Pond Pale Ale]-[Lagunitas Brewing Company=IPA],[New Belgium Brewing Company=Blue Paddle]
0.007,0.400,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Knee Deep Brewing Company=Hoptologist DIPA]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Velvet Merkin]
0.007,1.000,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Bear Republic Brewing Co.=Racer 5 IPA®],[Lagunitas Brewing Company=IPA]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Sculpin IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.263,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[Blue Moon Brewing Company=Belgian White]
0.005,0.208,[BarrelHouse Brewing Co=Sunny Daze - Clementine Blonde Ale],[Figueroa Mountain Brewing Co.=FMB 101]
0.008,0.438,[Firestone Walker Brewing Company=Lil' Opal],[Firestone Walker Brewing Company=Wookey Jack]
0.005,1.000,[Lagunitas Brewing Company=Lagunitas Sucks]-[Alpine Beer Company (CA)=Nelson],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.238,[BarrelHouse Brewing Co=BarrelHouse IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.008,0.292,[Big Sky Brewing Company=Moose Drool Brown Ale],[Lagunitas Brewing Company=IPA]
0.007,0.286,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA]
0.005,0.238,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.005,1.000,[Stone Brewing Co.=Stochasticity Project: Master of Disguise]-[Figueroa Mountain Brewing Co.=Hurricane Deck],[Lagunitas Brewing Company=IPA]
0.008,0.250,[Sapporo Breweries=Sapporo Premium Beer],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.294,[Trumer=Trumer Pils],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.008,0.280,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.385,[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack],[Anchor Brewing Company=Anchor Steam Beer]-[Blue Moon Brewing Company=Belgian White]
0.007,0.261,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.625,[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Stone Brewing Co.=Delicious IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[New Belgium Brewing Company=Fat Tire]
0.005,0.625,[Stone Brewing Co.=Stone IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Lagunitas Brewing Company=IPA]
0.005,0.312,[Central Coast Brewing=Terrace Hill Double IPA],[Stone Brewing Co.=Delicious IPA]
0.007,0.375,[Dogfish Head Craft Brewery=60 Minute IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Pivo Pils]-[Stella Artois=Stella Artois],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.294,[Knee Deep Brewing Company=Hoptologist DIPA],[Firestone Walker Brewing Company=Easy Jack]
0.008,0.292,[Big Sky Brewing Company=Moose Drool Brown Ale],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.625,[Firestone Walker Brewing Company=805 Blonde]-[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=IPA]
0.005,0.250,[Sierra Nevada Brewing Co.=Kellerweis],[Sierra Nevada Brewing Co.=Nooner Pilsner]
0.008,0.280,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.556,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.294,[Golden Road Brewing=Wolf Among Weeds],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.500,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Oskar Blues Brewery=Dale's Pale Ale]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.200,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.417,[Lagunitas Brewing Company=Maximus],[Central Coast Brewing=Terrace Hill Double IPA]
0.007,0.261,[Anchor Brewing Company=Anchor Steam Beer],[Blue Moon Brewing Company=Belgian White]
0.007,1.000,[Deschutes Brewery=Mirror Pond Pale Ale]-[Paulaner Gruppe=Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen],[Stella Artois=Stella Artois]
0.005,0.227,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Stone Brewing Co.=Delicious IPA]
0.005,0.312,[Golden Road Brewing=Point The Way IPA],[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.500,[Ninkasi Brewing Company=Tricerahops Double IPA],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.714,[Moonlight Brewing Company=Death & Taxes],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.455,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.250,[Big Sky Brewing Company=Moose Drool Brown Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Coronado Brewing Company=Idiot IPA],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.278,[Coronado Brewing Company=Idiot IPA],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,1.000,[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Dogfish Head Craft Brewery=90 Minute IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.714,[Anchor Brewing Company=Anchor Steam Beer]-[Sierra Nevada Brewing Co.=Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.294,[Drake's Brewing Company=1500 Pale Ale],[Modern Times Beer=Blazing World]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack],[Hangar 24 Craft Brewery=Chocolate Porter]
0.005,1.000,[Stone Brewing Co.=Stone IPA]-[Dogfish Head Craft Brewery=60 Minute IPA],[New Belgium Brewing Company=Fat Tire]
0.005,0.625,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.294,[Lagunitas Brewing Company=Night Time Ale],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.455,[Sierra Nevada Brewing Co.=Pale Ale]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale],[Stone Brewing Co.=Stone IPA]
0.005,1.000,[Deschutes Brewery=Mirror Pond Pale Ale]-[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA],[New Belgium Brewing Company=Blue Paddle]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Lagunitas Brewing Company=IPA]
0.005,0.385,[Lagunitas Brewing Company=IPA]-[Bear Republic Brewing Co.=Racer 5 IPA®],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.012,0.333,[Stone Brewing Co.=Stone IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.357,[Deschutes Brewery=Pinedrops IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.357,[Sierra Nevada Brewing Co.=Ovila Abbey Quad with Plums],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Sierra Nevada Brewing Co.=Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Kona Brewing Company=Fire Rock Pale Ale]
0.005,0.312,[Green Flash Brewing Co.=Green Bullet],[Firestone Walker Brewing Company=Opal]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.833,[North Coast Brewing Company=Scrimshaw Pilsner]-[Stella Artois=Stella Artois],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.261,[Firestone Walker Brewing Company=Double Jack],[Drake's Brewing Company=Denogginizer]
0.005,0.294,[Karl Strauss Brewing Company=Tower 10 IPA],[Kona Brewing Company=Fire Rock Pale Ale]
0.009,0.333,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Lagunitas Brewing Company=IPA]
0.007,0.250,[North Coast Brewing Company=Old Rasputin],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.294,[Knee Deep Brewing Company=Hoptologist DIPA],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Golden Road Brewing=Wolf Among Weeds]
0.005,0.714,[Stone Brewing Co.=Unapologetic IPA],[Stone Brewing Co.=Delicious IPA]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.286,[Mother Earth Brew Co. (California)=Cali' Creamin'],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.500,[Lagunitas Brewing Company=Maximus],[Stone Brewing Co.=Stone IPA]
0.005,0.263,[Pizza Port Brewing Co.=Swami's IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.417,[Ninkasi Brewing Company=Oatis Oatmeal Stout],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.008,0.212,[Deschutes Brewery=Black Butte Porter],[Rogue Ales & Spirits=Hazelnut Brown Nectar]
0.005,0.833,[Kona Brewing Company=Fire Rock Pale Ale]-[Kona Brewing Company=Big Wave Golden Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.222,[Firestone Walker Brewing Company=Pale 31],[Sapporo Breweries=Sapporo Premium Beer]
0.005,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.714,[Deschutes Brewery=Mirror Pond Pale Ale]-[New Belgium Brewing Company=Fat Tire],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager]
0.005,0.263,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.625,[Lagunitas Brewing Company=Lagunitas Sucks]-[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.385,[The Libertine Pub=Summer Breeze],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.200,[Guinness=Guinness Draught],[Deschutes Brewery=Black Butte Porter]
0.005,0.556,[Sierra Nevada Brewing Co.=Flipside Red IPA (2014)],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.400,[Kona Brewing Company=Fire Rock Pale Ale],[New Belgium Brewing Company=Fat Tire]
0.005,0.294,[Karl Strauss Brewing Company=Red Trolley Ale],[Lagunitas Brewing Company=IPA]
0.005,0.833,[Bear Republic Brewing Co.=Racer 5 IPA®]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Lagunitas Brewing Company=IPA]
0.005,0.714,[Trumer=Trumer Pils]-[Lagunitas Brewing Company=Night Time Ale],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.500,[Lagunitas Brewing Company=Imperial Red Ale],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]-[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Lagunitas Brewing Company=Cappuccino Stout]
0.007,0.316,[Bang The Drum Brewery=Draca],[Firestone Walker Brewing Company=Double Jack]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.556,[Bear Republic Brewing Co.=Apex™],[Dogfish Head Craft Brewery=90 Minute IPA]
0.007,0.375,[New Belgium Brewing Company=Rampant],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.375,[Mendocino Brewing Company=Eye of the Hawk (Imperial Ale)],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.556,[Mammoth Brewing Company=Epic IPA],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.312,[Speakeasy Ales & Lagers=Prohibition Ale],[Lost Coast Brewery=Great White]
0.005,0.294,[Karl Strauss Brewing Company=Red Trolley Ale],[Firestone Walker Brewing Company=Pivo Pils]-[New Belgium Brewing Company=Fat Tire]
0.005,0.385,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Lagunitas Brewing Company=IPA]
0.005,0.333,[Green Flash Brewing Co.=West Coast IPA (2014)],[Stone Brewing Co.=Stone IPA]
0.005,0.625,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=Pivo Pils]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.455,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Stone Brewing Co.=Stone IPA],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.009,0.333,[Goose Island Beer Co.=Goose IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.008,0.333,[The Bruery=Mischief],[Firestone Walker Brewing Company=Opal]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Central Coast Brewing=Stenner Creek Stout]
0.005,0.278,[Boulevard Brewing Co.=Tank 7 Farmhouse Ale],[Ballast Point Brewing & Spirits=Longfin Lager]
0.005,0.385,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Kona Brewing Company=Big Wave Golden Ale]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Uinta Brewing Company=Hop Nosh IPA]
0.005,0.357,[Alpine Beer Company (CA)=Nelson],[Ballast Point Brewing & Spirits=Victory at Sea]-[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)]
