file,min_sup,min_conf,
out1_untappd.csv,0.01,0.5,
size,itemset,support,
0.010,1.000,(Deschutes Brewery+The Abyss (2013)),(Ballast Point Brewing & Spirits+Victory at Sea)
0.013,0.833,(Stone Brewing Co.+Stochasticity Project: Master of Disguise),(Ballast Point Brewing & Spirits+Sculpin IPA)
0.010,1.000,(Rogue Ales & Spirits+Dead Guy Ale),(Firestone Walker Brewing Company+DBA (Double Barrel Ale))
0.010,0.500,(Stone Brewing Co.+Ruination Double IPA 2.0),(Green Flash Brewing Co.+Green Bullet)
0.010,0.667,(Plzeňský Prazdroj+Pilsner Urquell),(Allagash Brewing Company+White)
0.010,0.571,(Stone Brewing Co.+Stone Enjoy By 02.14.15 IPA),(Deschutes Brewery+Black Butte XXV)
0.010,0.800,(Deschutes Brewery+Black Butte XXV),(Stone Brewing Co.+Stone Enjoy By 02.14.15 IPA)
0.010,0.667,(Deschutes Brewery+Fresh Squeezed IPA),(Firestone Walker Brewing Company+Velvet Merlin)
0.010,0.571,(Figueroa Mountain Brewing Co.+Hurricane Deck),(Belching Beaver+Peanut Butter Milk Stout)
0.010,0.571,(Stone Brewing Co.+18th Anniversary IPA),(Dogfish Head Craft Brewery+90 Minute IPA)
0.010,0.571,(Green Flash Brewing Co.+West Coast IPA (2014)),(Firestone Walker Brewing Company+Velvet Merlin)
0.010,0.800,(Firestone Walker Brewing Company+Wookey Jack),(Firestone Walker Brewing Company+Velvet Merlin)
0.010,1.000,(Lagunitas Brewing Company+Imperial Red Ale),(Firestone Walker Brewing Company+Velvet Merlin)
0.010,0.500,(Lagunitas Brewing Company+Brown Shugga'),(Ballast Point Brewing & Spirits+Grapefruit Sculpin)
0.013,0.500,(Firestone Walker Brewing Company+Velvet Merlin),(Knee Deep Brewing Company+Hoptologist DIPA)
0.013,0.500,(Firestone Walker Brewing Company+Velvet Merlin),(Lagunitas Brewing Company+IPA)
0.010,0.667,(Allagash Brewing Company+White),(Plzeňský Prazdroj+Pilsner Urquell)
0.010,1.000,(Arrogant Bastard Brewing Co.+Arrogant Bastard Ale),(Sierra Nevada Brewing Co.+Pale Ale)
0.010,1.000,(Boulevard Brewing Co.+Tank 7 Farmhouse Ale),(Lagunitas Brewing Company+IPA)
0.010,1.000,(Figueroa Mountain Brewing Co.+Danish Red Lager),(Firestone Walker Brewing Company+805 Blonde)
0.010,0.571,(Stone Brewing Co.+18th Anniversary IPA),(Ballast Point Brewing & Spirits+Grapefruit Sculpin)
0.010,0.800,(Dogfish Head Craft Brewery+60 Minute IPA),(Brouwerij St. Bernardus+St. Bernardus Abt 12)
0.010,0.667,(The Bruery+Tart of Darkness (2014)),(Lagunitas Brewing Company+Lagunitas Sucks)
0.010,1.000,(The Lost Abbey+Lost & Found Abbey Ale),(The Lost Abbey+Gift of the Magi)
0.010,0.571,(Lagunitas Brewing Company+Lagunitas Sucks),(The Bruery+Tart of Darkness (2014))
0.010,0.500,(Green Flash Brewing Co.+Green Bullet),(Stone Brewing Co.+Ruination Double IPA 2.0)
0.010,0.667,(Stone Brewing Co.+Stochasticity Project: Master of Disguise),(Figueroa Mountain Brewing Co.+Lizard's Mouth)
0.010,0.571,(Stone Brewing Co.+Stone Enjoy By 02.14.15 IPA),(Lagunitas Brewing Company+Night Time Ale)
0.016,0.667,(Bear Republic Brewing Co.+Racer 5 IPA®),(Lagunitas Brewing Company+IPA)
0.010,0.571,(Stone Brewing Co.+18th Anniversary IPA),(Lagunitas Brewing Company+Brown Shugga')
0.010,0.667,(Ballast Point Brewing & Spirits+Victory at Sea),(Ballast Point Brewing & Spirits+Grapefruit Sculpin)
0.010,0.571,(North Coast Brewing Company+Pranqster),(Belching Beaver+Peanut Butter Milk Stout)
0.010,0.571,(Boston Beer Company (Samuel Adams)+Samuel Adams OctoberFest),(Stella Artois+Stella Artois)
0.010,0.500,(Lagunitas Brewing Company+Brown Shugga'),(Stone Brewing Co.+18th Anniversary IPA)
0.010,0.667,(The Bruery+Tart of Darkness (2014)),(Ballast Point Brewing & Spirits+Grapefruit Sculpin)
0.010,0.571,(Stone Brewing Co.+Stone Enjoy By 02.14.15 IPA),(Green Flash Brewing Co.+Road Warrior)
0.010,0.500,(Anchor Brewing Company+Anchor Steam Beer),(Plzeňský Prazdroj+Pilsner Urquell)
0.010,0.571,(Mother Earth Brew Co. (California)+Cali' Creamin'),(Belching Beaver+Peanut Butter Milk Stout)
0.010,0.667,(Plzeňský Prazdroj+Pilsner Urquell),(Anchor Brewing Company+Anchor Steam Beer)
0.010,0.800,(Deschutes Brewery+Black Butte XXV),(Figueroa Mountain Brewing Co.+Lizard's Mouth)
0.010,0.500,(Firestone Walker Brewing Company+Velvet Mocha Merlin),(Firestone Walker Brewing Company+Velvet Merlin)
0.013,0.556,(Green Flash Brewing Co.+Road Warrior),(Firestone Walker Brewing Company+Opal)
0.010,0.667,(Ballast Point Brewing & Spirits+Victory at Sea),(Deschutes Brewery+The Abyss (2013))
0.013,0.714,(Lagunitas Brewing Company+Lagunitas Sucks),(Ballast Point Brewing & Spirits+Grapefruit Sculpin)
0.010,0.500,(Green Flash Brewing Co.+Green Bullet),(Firestone Walker Brewing Company+Opal)
0.010,0.667,(Firestone Walker Brewing Company+Pale 31),(Firestone Walker Brewing Company+DBA (Double Barrel Ale))
0.010,0.571,(Green Flash Brewing Co.+West Coast IPA (2014)),(Stone Brewing Co.+Japanese Green Tea IPA (Second Edition))
0.010,1.000,(Stone Brewing Co.+Japanese Green Tea IPA (Second Edition)),(Green Flash Brewing Co.+West Coast IPA (2014))
0.010,0.800,(The Lost Abbey+Gift of the Magi),(The Lost Abbey+Lost & Found Abbey Ale)
0.010,0.571,(Lagunitas Brewing Company+Night Time Ale),(Stone Brewing Co.+Stone Enjoy By 02.14.15 IPA)
0.010,0.571,(Asahi Breweries+Asahi Super Dry),(Green Flash Brewing Co.+Road Warrior)
0.010,0.571,(Brouwerij St. Bernardus+St. Bernardus Abt 12),(Dogfish Head Craft Brewery+60 Minute IPA)
0.010,0.800,(Stella Artois+Stella Artois),(Boston Beer Company (Samuel Adams)+Samuel Adams OctoberFest)
0.010,0.667,(Stone Brewing Co.+Stone Go To IPA),(Firestone Walker Brewing Company+805 Blonde)
0.010,0.500,(Central Coast Brewing+Raspberry A La Tart),(Lagunitas Brewing Company+IPA)
