file              min_sup     min_conf                                                                                                                                                                                            
out1_untappd.csv  0.005       0.6                                                                                                                                                                                                 
support           confidence  antecedent                                                                                                                                                                                          consequent
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {Deschutes Brewery+Fresh Squeezed IPA}-{Modern Times Beer+Blazing World}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {Green Flash Brewing Co.+West Coast IPA (2014)}-{Knee Deep Brewing Company+Hoptologist DIPA}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {Green Flash Brewing Co.+West Coast IPA (2014)}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {Knee Deep Brewing Company+Hoptologist DIPA}-{Firestone Walker Brewing Company+Opal}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {Knee Deep Brewing Company+Hoptologist DIPA}-{Firestone Walker Brewing Company+Velvet Mocha Merlin}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.235       {Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                                                    {The Bruery+Mischief}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.250       {Central Coast Brewing+Lucky Day IPA}                                                                                                                                                               {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             0.250       {Deschutes Brewery+Fresh Squeezed IPA}                                                                                                                                                              {Firestone Walker Brewing Company+Velvet Merlin}-{Modern Times Beer+Blazing World}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Fat Tire}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Deschutes Brewery+Mirror Pond Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Stone Brewing Co.+Stone Ruination IPA}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Lagunitas Brewing Company+New Dogtown Pale Ale}-{Firestone Walker Brewing Company+Union Jack IPA}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Oskar Blues Brewery+Dale's Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.250       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Stone Brewing Co.+Stone IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.250       {Guinness+Guinness Draught}                                                                                                                                                                         {Ballast Point Brewing & Spirits+Sculpin IPA}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.250       {Guinness+Guinness Draught}                                                                                                                                                                         {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Duvel Moortgat+Duvel}-{Plzeňský Prazdroj+Pilsner Urquell}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{New Belgium Brewing Company+Fat Tire}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}-{Stella Artois+Stella Artois}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Stella Artois+Stella Artois}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Easy Jack}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Easy Jack}-{Firestone Walker Brewing Company+Pivo Pils}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Pivo Pils}-{New Belgium Brewing Company+Fat Tire}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}-{Stella Artois+Stella Artois}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Pivo Pils}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+Pivo Pils}-{Stella Artois+Stella Artois}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Lagunitas Brewing Company+IPA}-{Plzeňský Prazdroj+Pilsner Urquell}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {New Belgium Brewing Company+Ranger}-{Grupo Modelo S.A. de C.V.+Negra Modelo}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Sierra Nevada Brewing Co.+Pale Ale}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Sierra Nevada Brewing Co.+Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Stella Artois+Stella Artois}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Firestone Walker Brewing Company+Pale 31}                                                                                                                                                          {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             0.267       {Firestone Walker Brewing Company+Pale 31}                                                                                                                                                          {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Firestone Walker Brewing Company+Wookey Jack}                                                                                                                                                      {The Bruery+Mischief}-{Ballast Point Brewing & Spirits+Sculpin IPA}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Anchor Brewing Company+Anchor Steam Beer}-{New Belgium Brewing Company+Ranger}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Drake's Brewing Company+Denogginizer}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Guinness+Smithwick's Draught / Premium Irish Ale / Red Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Lagunitas Brewing Company+IPA}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Lagunitas Brewing Company+IPA}-{Trumer+Trumer Pils}
0.006             0.267       {Grupo Modelo S.A. de C.V.+Negra Modelo}                                                                                                                                                            {Oskar Blues Brewery+Dale's Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.267       {Kirin Brewery Company+Ichiban (Ichiban Shibori)}                                                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{Trumer+Trumer Pils}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Anchor Brewing Company+Anchor Steam Beer}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+IPA}-{Stone Brewing Co.+Stone IPA}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Firestone Walker Brewing Company+Pale 31}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+Easy Jack}-{Stone Brewing Co.+Stone Ruination IPA}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Golden Road Brewing+Point The Way IPA}-{Saint Archer Brewing Company+Pale Ale}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Lagunitas Brewing Company+IPA}-{Bear Republic Brewing Co.+Racer 5 IPA®}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Lagunitas Brewing Company+IPA}-{Stone Brewing Co.+Stone IPA}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Lagunitas Brewing Company+New Dogtown Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Lagunitas Brewing Company+New Dogtown Pale Ale}-{Stone Brewing Co.+Stone IPA}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}-{Trumer+Trumer Pils}
0.006             0.267       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Stone Brewing Co.+Stone IPA}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.267       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}                                                                                                                                                       {Lagunitas Brewing Company+IPA}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}
0.006             0.267       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}                                                                                                                                                       {Lagunitas Brewing Company+IPA}-{Firestone Walker Brewing Company+Easy Jack}
0.006             0.267       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}                                                                                                                                                       {Oskar Blues Brewery+Pinner Throwback IPA}-{Port Brewing Company+Wipeout IPA}
0.006             0.286       {Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                                                                 {Belching Beaver+Peanut Butter Milk Stout}-{Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.286       {Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                                                                 {Firestone Walker Brewing Company+805 Blonde}-{Belching Beaver+Peanut Butter Milk Stout}
0.006             0.286       {Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                                                                 {Firestone Walker Brewing Company+805 Blonde}-{Belching Beaver+Peanut Butter Milk Stout}-{Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.286       {Mother Earth Brew Co. (California)+Cali' Creamin'}                                                                                                                                                 {Firestone Walker Brewing Company+805 Blonde}-{Figueroa Mountain Brewing Co.+Danish Red Lager}
0.006             0.286       {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}                                                                                                                                              {Drake's Brewing Company+Denogginizer}-{Modern Times Beer+Black House}
0.006             0.286       {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}                                                                                                                                              {Drake's Brewing Company+Denogginizer}-{Russian River Brewing Company+Pliny the Elder}
0.006             0.286       {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}                                                                                                                                              {Stone Brewing Co.+Delicious IPA}-{Drake's Brewing Company+Denogginizer}
0.006             0.286       {Stone Brewing Co.+Ruination Double IPA 2.0}                                                                                                                                                        {Lagunitas Brewing Company+IPA}-{Stone Brewing Co.+Stone IPA}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Ballast Point Brewing & Spirits+Sculpin IPA}-{Firestone Walker Brewing Company+Wookey Jack}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Firestone Walker Brewing Company+Velvet Merlin}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Green Flash Brewing Co.+West Coast IPA (2014)}-{Firestone Walker Brewing Company+Velvet Merlin}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Green Flash Brewing Co.+West Coast IPA (2014)}-{Firestone Walker Brewing Company+Velvet Merlin}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Green Flash Brewing Co.+West Coast IPA (2014)}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             0.286       {The Bruery+Mischief}                                                                                                                                                                               {Stone Brewing Co.+Stone Enjoy By 07.04.15 IPA}-{Firestone Walker Brewing Company+Double Jack}
0.006             0.308       {Anderson Valley Brewing Company+Boont Amber Ale}                                                                                                                                                   {Lagunitas Brewing Company+IPA}-{Duvel Moortgat+Duvel}
0.006             0.308       {Boston Beer Company (Samuel Adams)+Samuel Adams Boston Lager}                                                                                                                                      {Firestone Walker Brewing Company+805 Blonde}-{North Coast Brewing Company+Scrimshaw Pilsner}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Ballast Point Brewing & Spirits+Longfin Lager}-{Modern Times Beer+Fortunate Islands}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Bear Republic Brewing Co.+Racer 5 IPA®}-{Goose Island Beer Co.+Matilda}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Drake's Brewing Company+1500 Pale Ale}-{Ballast Point Brewing & Spirits+Fathom}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{BarrelHouse Brewing Co+Templeton - Kolsch Style Ale}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Oskar Blues Brewery+Old Chub}-{Saint Archer Brewing Company+White Ale}
0.006             0.308       {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                                                        {Saint Archer Brewing Company+White Ale}-{Firestone Walker Brewing Company+Opal}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Stella Artois+Stella Artois}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Grupo Modelo S.A. de C.V.+Modelo Especial}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Kona Brewing Company+Fire Rock Pale Ale}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}
0.006             0.308       {Figueroa Mountain Brewing Co.+Danish Red Lager}                                                                                                                                                    {Belching Beaver+Peanut Butter Milk Stout}-{Mother Earth Brew Co. (California)+Cali' Creamin'}
0.006             0.308       {Figueroa Mountain Brewing Co.+Danish Red Lager}                                                                                                                                                    {Firestone Walker Brewing Company+805 Blonde}-{Belching Beaver+Peanut Butter Milk Stout}-{Mother Earth Brew Co. (California)+Cali' Creamin'}
0.006             0.308       {Figueroa Mountain Brewing Co.+Hoppy Poppy IPA}                                                                                                                                                     {Firestone Walker Brewing Company+Velvet Merlin}-{Firestone Walker Brewing Company+Wookey Jack}
0.006             0.308       {Firestone Walker Brewing Company+Union Jack IPA}                                                                                                                                                   {Lagunitas Brewing Company+New Dogtown Pale Ale}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.308       {Firestone Walker Brewing Company+Union Jack IPA}                                                                                                                                                   {Stone Brewing Co.+Stone IPA}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Firestone Walker Brewing Company+Union Jack IPA}                                                                                                                                                   {Unibroue+La Fin Du Monde}-{Ballast Point Brewing & Spirits+Grapefruit Sculpin}
0.006             0.308       {Goose Island Beer Co.+Goose IPA}                                                                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Rampant}
0.006             0.308       {Lagunitas Brewing Company+Lagunitas Sucks}                                                                                                                                                         {Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}
0.006             0.308       {Lagunitas Brewing Company+Lagunitas Sucks}                                                                                                                                                         {Russian River Brewing Company+Pliny the Elder}-{Alpine Beer Company (CA)+Nelson}
0.006             0.308       {Lagunitas Brewing Company+Lagunitas Sucks}                                                                                                                                                         {Russian River Brewing Company+Pliny the Elder}-{Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}
0.006             0.308       {Lagunitas Brewing Company+Lagunitas Sucks}                                                                                                                                                         {Russian River Brewing Company+Pliny the Elder}-{Ballast Point Brewing & Spirits+Victory at Sea}
0.006             0.308       {Saint Archer Brewing Company+White Ale}                                                                                                                                                            {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}-{Firestone Walker Brewing Company+Opal}
0.006             0.308       {Saint Archer Brewing Company+White Ale}                                                                                                                                                            {Oskar Blues Brewery+Old Chub}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}
0.006             0.308       {Stella Artois+Stella Artois}                                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.308       {Stella Artois+Stella Artois}                                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Stella Artois+Stella Artois}                                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}
0.006             0.308       {Stella Artois+Stella Artois}                                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Pivo Pils}
0.006             0.308       {Stella Artois+Stella Artois}                                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Pivo Pils}-{Sapporo Breweries+Sapporo Premium Beer}
