file              min_sup     min_conf                                                                                                                                                                                            
out1_untappd.csv  0.005       0.6                                                                                                                                                                                                 
support           confidence  antecedent                                                                                                                                                                                          consequent
0.006             1.000       {Oskar Blues Brewery+Old Chub}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                                         {Saint Archer Brewing Company+White Ale}
0.006             1.000       {Oskar Blues Brewery+Pinner Throwback IPA}-{Firestone Walker Brewing Company+805 Blonde}                                                                                                            {Lagunitas Brewing Company+IPA}
0.006             1.000       {Oskar Blues Brewery+Pinner Throwback IPA}-{Port Brewing Company+Wipeout IPA}                                                                                                                       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}
0.006             1.000       {Rogue Ales & Spirits+Dead Guy Ale}-{Duvel Moortgat+Duvel}                                                                                                                                          {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             1.000       {Russian River Brewing Company+Blind Pig IPA}-{Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}                                                                    {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.006             1.000       {Russian River Brewing Company+Blind Pig IPA}-{Alpine Beer Company (CA)+Nelson}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                        {Ballast Point Brewing & Spirits+Victory at Sea}
0.006             1.000       {Russian River Brewing Company+Consecration}                                                                                                                                                        {Russian River Brewing Company+Blind Pig IPA}
0.006             1.000       {Russian River Brewing Company+Pliny the Elder}-{Almanac Beer Co.+Dogpatch Sour}                                                                                                                    {Ballast Point Brewing & Spirits+Victory at Sea}
0.006             1.000       {Russian River Brewing Company+Pliny the Elder}-{Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}                                                                  {Lagunitas Brewing Company+Lagunitas Sucks}
0.006             1.000       {Saint Archer Brewing Company+Pale Ale}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                    {Golden Road Brewing+Point The Way IPA}
0.006             1.000       {Saint Archer Brewing Company+Pale Ale}-{Oskar Blues Brewery+Mama's Little Yella Pils}                                                                                                              {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Saint Archer Brewing Company+White Ale}-{Firestone Walker Brewing Company+Opal}                                                                                                                    {Boulevard Brewing Co.+Tank 7 Farmhouse Ale}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Deschutes Brewery+Mirror Pond Pale Ale}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Deschutes Brewery+Mirror Pond Pale Ale}-{Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Deschutes Brewery+Mirror Pond Pale Ale}-{Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Deschutes Brewery+Mirror Pond Pale Ale}-{Kona Brewing Company+Fire Rock Pale Ale}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}
0.006             1.000       {Sapporo Breweries+Sapporo Premium Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                     {Kona Brewing Company+Fire Rock Pale Ale}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}                                                                     {Firestone Walker Brewing Company+Easy Jack}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{Firestone Walker Brewing Company+Easy Jack}-{Firestone Walker Brewing Company+Pivo Pils}                                                                      {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{Lagunitas Brewing Company+Night Time Ale}                                                                                                                     {Trumer+Trumer Pils}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}                                                                                                                          {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                 {Trumer+Trumer Pils}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}                                                                                                                          {Trumer+Trumer Pils}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}                                                                                                                          {Trumer+Trumer Pils}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{New Belgium Brewing Company+Rampant}-{Trumer+Trumer Pils}                                                                                                     {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             1.000       {Sierra Nevada Brewing Co.+Pale Ale}-{Sierra Nevada Brewing Co.+Hop Hunter IPA}                                                                                                                     {Ballast Point Brewing & Spirits+Sculpin IPA}
0.006             1.000       {Sierra Nevada Brewing Co.+Summerfest}                                                                                                                                                              {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Sierra Nevada Brewing Co.+Tater Ridge}                                                                                                                                                             {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}-{Boulevard Brewing Co.+Tank 7 Farmhouse Ale}                                                                                                          {Lagunitas Brewing Company+IPA}
0.006             1.000       {Sierra Nevada Brewing Co.+Torpedo Extra IPA}-{Port Brewing Company+Wipeout IPA}                                                                                                                    {Oskar Blues Brewery+Pinner Throwback IPA}
0.006             1.000       {Stella Artois+Stella Artois}-{New Belgium Brewing Company+Fat Tire}                                                                                                                                {Kona Brewing Company+Fire Rock Pale Ale}
0.006             1.000       {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}-{Modern Times Beer+Black House}                                                                                                              {Drake's Brewing Company+Denogginizer}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Drake's Brewing Company+Denogginizer}                                                                                                                            {Stone Brewing Co.+19th Anniversary Thunderstruck IPA}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Lagunitas Brewing Company+IPA}                                                                                                                                   {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Lagunitas Brewing Company+IPA}                                                                                                                                   {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Lagunitas Brewing Company+IPA}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}                                                                        {Sierra Nevada Brewing Co.+Pale Ale}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Lagunitas Brewing Company+IPA}                                                                                                                                   {Sierra Nevada Brewing Co.+Pale Ale}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Lagunitas Brewing Company+IPA}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                              {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Russian River Brewing Company+Pliny the Elder}                                                                                                                   {Lagunitas Brewing Company+Hop Stoopid}
0.006             1.000       {Stone Brewing Co.+Delicious IPA}-{Stone Brewing Co.+19th Anniversary Thunderstruck IPA}                                                                                                            {Drake's Brewing Company+Denogginizer}
0.006             1.000       {Stone Brewing Co.+Japanese Green Tea IPA (Second Edition)}                                                                                                                                         {Green Flash Brewing Co.+West Coast IPA (2014)}
0.006             1.000       {Stone Brewing Co.+Points Unknown IPA}-{Knee Deep Brewing Company+Hoptologist DIPA}                                                                                                                 {Modern Times Beer+Black House}
0.006             1.000       {Stone Brewing Co.+Ruination Double IPA 2.0}-{Lagunitas Brewing Company+IPA}                                                                                                                        {Stone Brewing Co.+Stone IPA}
0.006             1.000       {Stone Brewing Co.+Ruination Double IPA 2.0}-{Stone Brewing Co.+Stone IPA}                                                                                                                          {Lagunitas Brewing Company+IPA}
0.006             1.000       {Stone Brewing Co.+Stone Enjoy By 07.04.15 IPA}-{Firestone Walker Brewing Company+Double Jack}                                                                                                      {The Bruery+Mischief}
0.006             1.000       {Stone Brewing Co.+Stone Enjoy By 10.31.14 IPA}-{Firestone Walker Brewing Company+Agrestic}                                                                                                         {Ballast Point Brewing & Spirits+Grapefruit Sculpin}
0.006             1.000       {Stone Brewing Co.+Stone IPA}-{Ninkasi Brewing Company+Tricerahops Double IPA}                                                                                                                      {Green Flash Brewing Co.+West Coast IPA (2014)}
0.006             1.000       {Stone Brewing Co.+Stone Smoked Porter}-{Ninkasi Brewing Company+Oatis Oatmeal Stout}                                                                                                               {Hangar 24 Craft Brewery+Chocolate Porter}
0.006             1.000       {Stone Brewing Co.+Xocoveza Mocha Stout}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                               {Ballast Point Brewing & Spirits+Victory at Sea}
0.006             1.000       {Tap It Brewing Co+Three On the Tree}                                                                                                                                                               {Central Coast Brewing+Stenner Creek Stout}
0.006             1.000       {The Bruery+Mischief}-{Ballast Point Brewing & Spirits+Sculpin IPA}                                                                                                                                 {Firestone Walker Brewing Company+Wookey Jack}
0.006             1.000       {The Bruery+Mischief}-{Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                              {Green Flash Brewing Co.+West Coast IPA (2014)}
0.006             1.000       {The Bruery+Mischief}-{Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                              {Green Flash Brewing Co.+West Coast IPA (2014)}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             1.000       {The Bruery+Mischief}-{Firestone Walker Brewing Company+Velvet Merlin}                                                                                                                              {Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             1.000       {The Bruery+Mischief}-{Firestone Walker Brewing Company+Velvet Merlin}-{Ninkasi Brewing Company+Tricerahops Double IPA}                                                                             {Green Flash Brewing Co.+West Coast IPA (2014)}
0.006             1.000       {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}                                                                                                                               {Firestone Walker Brewing Company+Velvet Merlin}
0.006             1.000       {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}                                                                                                                               {Firestone Walker Brewing Company+Velvet Merlin}-{Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             1.000       {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}-{Firestone Walker Brewing Company+Velvet Merlin}                                                                              {Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             1.000       {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}                                                                                                                               {Ninkasi Brewing Company+Tricerahops Double IPA}
0.006             1.000       {The Bruery+Mischief}-{Green Flash Brewing Co.+West Coast IPA (2014)}-{Ninkasi Brewing Company+Tricerahops Double IPA}                                                                              {Firestone Walker Brewing Company+Velvet Merlin}
0.006             1.000       {The Bruery+Mischief}-{Stone Brewing Co.+Stone Enjoy By 07.04.15 IPA}                                                                                                                               {Firestone Walker Brewing Company+Double Jack}
0.006             1.000       {Trumer+Trumer Pils}-{New Belgium Brewing Company+Fat Tire}                                                                                                                                         {Firestone Walker Brewing Company+805 Blonde}
0.006             1.000       {Trumer+Trumer Pils}-{New Belgium Brewing Company+Rampant}                                                                                                                                          {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             1.000       {Trumer+Trumer Pils}-{New Belgium Brewing Company+Rampant}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                 {Sierra Nevada Brewing Co.+Pale Ale}
0.006             1.000       {Trumer+Trumer Pils}-{New Belgium Brewing Company+Rampant}                                                                                                                                          {Sierra Nevada Brewing Co.+Pale Ale}
0.006             1.000       {Trumer+Trumer Pils}-{New Belgium Brewing Company+Rampant}                                                                                                                                          {Sierra Nevada Brewing Co.+Pale Ale}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.006             1.000       {Unibroue+La Fin Du Monde}-{Ballast Point Brewing & Spirits+Grapefruit Sculpin}                                                                                                                     {Firestone Walker Brewing Company+Union Jack IPA}
0.006             1.000       {Unibroue+La Fin Du Monde}-{Firestone Walker Brewing Company+Union Jack IPA}                                                                                                                        {Ballast Point Brewing & Spirits+Grapefruit Sculpin}
0.008             0.135       {Firestone Walker Brewing Company+805 Blonde}                                                                                                                                                       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Pivo Pils}
0.008             0.135       {Firestone Walker Brewing Company+805 Blonde}                                                                                                                                                       {Kona Brewing Company+Fire Rock Pale Ale}-{Sapporo Breweries+Sapporo Premium Beer}
0.008             0.135       {Firestone Walker Brewing Company+805 Blonde}                                                                                                                                                       {Stone Brewing Co.+Stone IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.008             0.192       {Lagunitas Brewing Company+IPA}                                                                                                                                                                     {Anchor Brewing Company+Liberty Ale}-{Ballast Point Brewing & Spirits+Sculpin IPA}
0.008             0.192       {Lagunitas Brewing Company+IPA}                                                                                                                                                                     {Deschutes Brewery+Mirror Pond Pale Ale}-{Oskar Blues Brewery+Pinner Throwback IPA}
0.008             0.200       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}                                                                                                                                          {Stone Brewing Co.+Delicious IPA}-{Sierra Nevada Brewing Co.+Pale Ale}
0.008             0.200       {Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                                                                {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}
0.008             0.200       {Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                                                                {Stone Brewing Co.+Delicious IPA}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.208       {Ballast Point Brewing & Spirits+Sculpin IPA}                                                                                                                                                       {Lagunitas Brewing Company+IPA}-{Anchor Brewing Company+Liberty Ale}
0.008             0.250       {Arrogant Bastard Brewing Co.+Arrogant Bastard Ale}                                                                                                                                                 {Lagunitas Brewing Company+IPA}-{Sierra Nevada Brewing Co.+Pale Ale}
0.008             0.278       {Sapporo Breweries+Sapporo Premium Beer}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Easy Jack}
0.008             0.278       {Sapporo Breweries+Sapporo Premium Beer}                                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Kona Brewing Company+Fire Rock Pale Ale}
0.008             0.278       {Stone Brewing Co.+Stone IPA}                                                                                                                                                                       {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.008             0.294       {Ballast Point Brewing & Spirits+Victory at Sea}                                                                                                                                                    {Alpine Beer Company (CA)+Nelson}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.008             0.294       {Ballast Point Brewing & Spirits+Victory at Sea}                                                                                                                                                    {Russian River Brewing Company+Blind Pig IPA}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.008             0.312       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}
0.008             0.312       {Firestone Walker Brewing Company+Pivo Pils}                                                                                                                                                        {Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Fat Tire}
0.008             0.333       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}
0.008             0.333       {Anchor Brewing Company+Anchor Steam Beer}                                                                                                                                                          {Firestone Walker Brewing Company+805 Blonde}-{New Belgium Brewing Company+Fat Tire}
0.008             0.333       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Firestone Walker Brewing Company+805 Blonde}-{Stone Brewing Co.+Stone IPA}
0.008             0.333       {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                                                            {Lagunitas Brewing Company+IPA}-{Firestone Walker Brewing Company+805 Blonde}
0.008             0.385       {Asahi Breweries+Asahi Super Dry}                                                                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.385       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Oskar Blues Brewery+Pinner Throwback IPA}-{Lagunitas Brewing Company+IPA}
0.008             0.385       {Deschutes Brewery+Mirror Pond Pale Ale}                                                                                                                                                            {Stella Artois+Stella Artois}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}
0.008             0.385       {Figueroa Mountain Brewing Co.+Danish Red Lager}                                                                                                                                                    {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.385       {Stella Artois+Stella Artois}                                                                                                                                                                       {Deschutes Brewery+Mirror Pond Pale Ale}-{Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}
0.008             0.385       {Stone Brewing Co.+Delicious IPA}                                                                                                                                                                   {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}
0.008             0.455       {Oskar Blues Brewery+Pinner Throwback IPA}                                                                                                                                                          {Deschutes Brewery+Mirror Pond Pale Ale}-{Lagunitas Brewing Company+IPA}
0.008             0.500       {Alpine Beer Company (CA)+Nelson}                                                                                                                                                                   {Ballast Point Brewing & Spirits+Victory at Sea}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.008             0.556       {Anchor Brewing Company+Liberty Ale}                                                                                                                                                                {Lagunitas Brewing Company+IPA}-{Ballast Point Brewing & Spirits+Sculpin IPA}
0.008             0.556       {Kona Brewing Company+Fire Rock Pale Ale}                                                                                                                                                           {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}
0.008             0.556       {Russian River Brewing Company+Blind Pig IPA}                                                                                                                                                       {Ballast Point Brewing & Spirits+Victory at Sea}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.008             0.625       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}                                                                                                            {Firestone Walker Brewing Company+Pivo Pils}
0.008             0.625       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+805 Blonde}                                                                                                            {New Belgium Brewing Company+Fat Tire}
0.008             0.625       {Ballast Point Brewing & Spirits+Wahoo White}                                                                                                                                                       {Bear Republic Brewing Co.+Racer 5 IPA®}
0.008             0.625       {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                              {Lagunitas Brewing Company+IPA}
0.008             0.625       {Firestone Walker Brewing Company+805 Blonde}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                              {Stone Brewing Co.+Stone IPA}
0.008             0.625       {Firestone Walker Brewing Company+805 Blonde}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                  {Firestone Walker Brewing Company+Easy Jack}
0.008             0.625       {Firestone Walker Brewing Company+Unfiltered DBA (Double Barrel Ale)}                                                                                                                               {Modern Times Beer+Black House}
0.008             0.625       {Golden Road Brewing+Point The Way IPA}                                                                                                                                                             {Saint Archer Brewing Company+Pale Ale}
0.008             0.625       {Guinness+Smithwick's Draught / Premium Irish Ale / Red Ale}                                                                                                                                        {Firestone Walker Brewing Company+805 Blonde}
0.008             0.625       {Guinness+Smithwick's Draught / Premium Irish Ale / Red Ale}                                                                                                                                        {New Belgium Brewing Company+Fat Tire}
0.008             0.625       {Lagunitas Brewing Company+IPA}-{Firestone Walker Brewing Company+DBA (Double Barrel Ale)}                                                                                                          {Firestone Walker Brewing Company+805 Blonde}
0.008             0.625       {Ninkasi Brewing Company+Tricerahops Double IPA}                                                                                                                                                    {Green Flash Brewing Co.+West Coast IPA (2014)}
0.008             0.625       {Ninkasi Brewing Company+Tricerahops Double IPA}                                                                                                                                                    {The Bruery+Mischief}
0.008             0.625       {Sierra Nevada Brewing Co.+Pale Ale}-{Arrogant Bastard Brewing Co.+Arrogant Bastard Ale}                                                                                                            {Lagunitas Brewing Company+IPA}
0.008             0.625       {Stone Brewing Co.+Points Unknown IPA}                                                                                                                                                              {Modern Times Beer+Black House}
0.008             0.714       {Belching Beaver+Beavers Milk}                                                                                                                                                                      {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Asahi Breweries+Asahi Super Dry}                                                                                                                     {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Figueroa Mountain Brewing Co.+Danish Red Lager}                                                                                                      {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}                                                                                                          {Anchor Brewing Company+Anchor Steam Beer}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Firestone Walker Brewing Company+Pivo Pils}                                                                                                          {New Belgium Brewing Company+Fat Tire}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                              {Firestone Walker Brewing Company+Easy Jack}
0.008             0.714       {Firestone Walker Brewing Company+805 Blonde}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                              {Kona Brewing Company+Fire Rock Pale Ale}
0.008             0.714       {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                     {Stone Brewing Co.+Delicious IPA}
0.008             0.714       {Knee Deep Brewing Company+Breaking Bud}                                                                                                                                                            {Ballast Point Brewing & Spirits+Grapefruit Sculpin}
0.008             0.714       {Lagunitas Brewing Company+IPA}-{Arrogant Bastard Brewing Co.+Arrogant Bastard Ale}                                                                                                                 {Sierra Nevada Brewing Co.+Pale Ale}
0.008             0.714       {Lagunitas Brewing Company+IPA}-{Ballast Point Brewing & Spirits+Sculpin IPA}                                                                                                                       {Anchor Brewing Company+Liberty Ale}
0.008             0.714       {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                                                                        {Alpine Beer Company (CA)+Nelson}
0.008             0.714       {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                                                                        {Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}
0.008             0.714       {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                                                                        {Russian River Brewing Company+Blind Pig IPA}
0.008             0.714       {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                                                                        {Russian River Brewing Company+Blind Pig IPA}-{Ballast Point Brewing & Spirits+Victory at Sea}
0.008             0.714       {The Bruery+Sucré (Bourbon Barrel Aged)}                                                                                                                                                            {Ballast Point Brewing & Spirits+Victory at Sea}
0.008             0.833       {Almanac Beer Co.+Saison Dolores}                                                                                                                                                                   {Lagunitas Brewing Company+IPA}
0.008             0.833       {Alpine Beer Company (CA)+Nelson}-{Ballast Point Brewing & Spirits+Victory at Sea}                                                                                                                  {Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}
0.008             0.833       {Ballast Point Brewing & Spirits+Victory at Sea}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                       {Alpine Beer Company (CA)+Nelson}
0.008             0.833       {Ballast Point Brewing & Spirits+Victory at Sea}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                       {Russian River Brewing Company+Blind Pig IPA}
0.008             0.833       {Firestone Walker Brewing Company+805 Blonde}-{Stone Brewing Co.+Stone IPA}                                                                                                                         {Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}
0.008             0.833       {Firestone Walker Brewing Company+Easy Jack}-{Sapporo Breweries+Sapporo Premium Beer}                                                                                                               {Firestone Walker Brewing Company+805 Blonde}
0.008             0.833       {Firestone Walker Brewing Company+Easy Jack}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}
0.008             0.833       {Firestone Walker Brewing Company+Pivo Pils}-{New Belgium Brewing Company+Fat Tire}                                                                                                                 {Firestone Walker Brewing Company+805 Blonde}
0.008             0.833       {Green Flash Brewing Co.+Le Freak}                                                                                                                                                                  {Ballast Point Brewing & Spirits+Grapefruit Sculpin}
0.008             0.833       {Lagunitas Brewing Company+IPA}-{Anchor Brewing Company+Liberty Ale}                                                                                                                                {Ballast Point Brewing & Spirits+Sculpin IPA}
0.008             0.833       {Lagunitas Brewing Company+IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                            {Firestone Walker Brewing Company+805 Blonde}
0.008             0.833       {Lost Coast Brewery+Downtown Brown}                                                                                                                                                                 {New Belgium Brewing Company+1554}
0.008             0.833       {Modern Times Beer+Fortunate Islands}                                                                                                                                                               {Ballast Point Brewing & Spirits+Longfin Lager}
0.008             0.833       {Oskar Blues Brewery+Pinner Throwback IPA}-{Lagunitas Brewing Company+IPA}                                                                                                                          {Deschutes Brewery+Mirror Pond Pale Ale}
0.008             0.833       {Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                                                                                                    {Deschutes Brewery+Mirror Pond Pale Ale}
0.008             0.833       {Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                                                                                                    {Deschutes Brewery+Mirror Pond Pale Ale}-{Stella Artois+Stella Artois}
0.008             0.833       {Paulaner Gruppe+Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen}                                                                                                    {Stella Artois+Stella Artois}
0.008             0.833       {Stone Brewing Co.+Delicious IPA}-{Sierra Nevada Brewing Co.+Pale Ale}                                                                                                                              {Firestone Walker Brewing Company+DBA (Double Barrel Ale)}
0.008             0.833       {Stone Brewing Co.+Stone IPA}-{Lagunitas Brewing Company+A Little Sumpin' Sumpin' Ale}                                                                                                              {Firestone Walker Brewing Company+805 Blonde}
0.008             1.000       {Alpine Beer Company (CA)+Nelson}-{Lagunitas Brewing Company+The Waldos' Special Ale (AKA Waldo's 420) (2015)}                                                                                      {Ballast Point Brewing & Spirits+Victory at Sea}
0.008             1.000       {Anchor Brewing Company+Anchor Steam Beer}-{Firestone Walker Brewing Company+Pivo Pils}                                                                                                             {Firestone Walker Brewing Company+805 Blonde}
0.008             1.000       {Anchor Brewing Company+Anchor Steam Beer}-{New Belgium Brewing Company+Fat Tire}                                                                                                                   {Firestone Walker Brewing Company+805 Blonde}
