id, brewery, beer
1671, Sierra Nevada Brewing Co., Alt Route
2828, Beachwood Brewing, Kilgore
108, Brouwerij Lindemans, Apple
2597, Lengthwise Brewing Company, Zeus Imperial Ale
274, Stadium Brewing Company, Blueberry Lager
3431, Monkey Paw Brewing Company, Valentine's Ale
3081, Breckenridge Brewery, 471 Small Batch IPA
2046, Solvang Brewing Company, Valhalla IPA
1215, Stone Brewing Co., Ruination 2.0 Double Dry Hopped
868, Tap It Brewing Co, Cafe Noir
1645, Central Coast Brewing, Golden Glow
3193, The Bruery, Black Tuesday (2011)
3353, Creekside Brewing Company, Cascadian Dark Ale
990, Sudwerk Brewing Co., Fünke Hop Farm
2637, Bootlegger's Brewery, Rustic Rye IPA
1437, Rogue Ales & Spirits, Double Dead Guy Ale
2219, House Of Pendragon Brewing Co., Bannerman Session IPA
2047, Black Market Brewing Co., Holiday Ale
3472, Pizza Port Brewing Co. , Draft Punk (San Clemente)
1860, Bell's Brewery Inc., Special Double Cream Stout
1554, Speakeasy Ales & Lagers, Tallulah Extra Pale Ale
3760, Monterey Coast Brewing Co, Chocolate Porter
2021, Three Weav3rs Brewing Company, Midnight Flight
1285, Ballast Point Brewing & Spirits, Wahoo White w/ Thai Chili_ Lime_ & Ginger
364, Figueroa Mountain Brewing Co., Big Cone Black Ale
1220, Victory Brewing Company, Summer Love
182, Boulevard Brewing Co., Tell-Tale Tart
2400, Golden Road Brewing, Saison Citron
2825, New Belgium Brewing Company, Biere De Mars (Lips of Faith)
2288, Societe Brewing Company, The Bachelor With Galaxy
780, Drake's Brewing Company, Aroma Coma
1849, Garage Brewing Co, Thai Chili IPA
846, Tap It Brewing Co, Full Blown Stout
3246, Societe Brewing Company, The Madam
162, The Lost Abbey, House Sour
3161, Great Divide Brewing Company, Barrel Aged Hibernation Ale (2011)
1479, Modern Times Beer, Fortunate Islands
1303, The Bruery, Or Xata (2015)
3687, The Lost Abbey, Cable Car Ale
2740, Ladyface Alehouse and Brasserie, Ladyface IPA
2128, Dogfish Head Craft Brewery, Miles Davis' Bitches Brew
1362, Tahoe Mountain Brewing Company, Provisions 
821, Brasserie Dupont, Saison Dupont Cuvée Dry Hopping (2015)
2859, Sierra Nevada Brewing Co., Audition Chocolate Creme Stout
3093, Brash Brewing Company, Smoglifter
1413, Ritual Brewing Company, Hop-O-Matic
2554, High Water Brewing, Le Petit Diablotin
863, Black Ty Brewing, TNA Passionate Orange Mango Candy Ale
1092, Strike Brewing Company, Horn Rounder IPA
1776, Green Flash Brewing Co., Linchpin White IPA
1761, Breakside Brewery, Breakside IPA
1877, Left Coast Brewing, Pink Bikini
2057, Hangar 24 Craft Brewery, Barrel Roll No. 4 - Hammerhead (2014)
289, Private Landbrauerei Schönram, Schönramer Weißbier
2179, Central Coast Brewing, Monterey Street
1142, Shmaltz Brewing Company, He'Brew Reunion Ale (2015)
2132, De Proefbrouwerij, Tropical Tripel
1196, Barley Forge Brewing Co., Don Perfecto
638, Almanac Beer Co., Dark Pumpkin Sour
2311, Institution Ale Company, Sedation
1326, Avery Brewing Company, India Pale Ale (IPA)
2928, 101 North Brewing Company, Heroine IPA
2599, Dogfish Head Craft Brewery, Theobroma (2014)
2911, Oskar Blues Brewery, Ten FIDY (2013)
773, The Libertine Pub, Morro Rock Saison
205, Fort Point Beer Company, Saint Francis 12
3881, Parallel 49 Brewing Company, Salty Scot
3269, Ithaca Beer Company, Excelsior! Old Habit
3103, The Lost Abbey, Track #13: Message in a Bottle
3879, Brewery Ommegang, Game Of Thrones - Three Eyed Raven
347, Ballast Point Brewing & Spirits, Victory at Sea (2013)
1944, The Mason Jar Brewing Company, Cow Patty
3419, Automatic Brewing Co., Shark IPA
2249, Duvel Moortgat, Vedett Extra Ordinary IPA
625, Noble Ale Works, Yoga Pantz
591, Spoetzl Brewery, Shiner Holiday Cheer
919, Brouwerij Strubbe, Ichtegem's Grand Cru
2723, Sierra Nevada Brewing Co., Beer Camp: O' Brother_ Where Aldo
1974, Craft Artisan Ales, Ricketts Lab IPA
1075, Bell's Brewery Inc., Hopslam Ale (2014)
1040, JW Lees and Co, 25th Anniversary Harvest Ale 2011
1574, Gordon Biersch Brewing Company, Blonde Bock
1665, Brauerei Beck, St. Pauli Girl NA
2395, Oskar Blues Brewery, Hob Nobbler
1824, Modern Times Beer, Oneida
1822, Elysian Brewing, Punkuccino Coffee Pumpkin Ale
3874, Bent River Brewing Co., Paddle Wheel Pale Ale
3109, The Lost Abbey, Track #6: Highway To Hell
360, Stone Brewing Co., Stochasticity Project: Master of Disguise
929, Drake's Brewing Company, Dry Stout
699, New Belgium Brewing Company, La Folie (Lips of Faith) (2015)
1930, Beach City Brewery, Pierside Pils
1020, Iron Fist Brewing Co., Velvet Glove
1278, Saint Archer Brewing Company, Barrel Aged Scottish Export
2505, The Bruery, Confession (2013)
2649, The Bruery, Sour in the Rye (2014)
2148, Monday Night Brewing, Laissez-Faire
1080, The Bruery, Black Tuesday (2013)
3091, Uinta Brewing Company, Labyrinth Black Ale
475, The Lost Abbey, Witch's Wit
3369, Weyerbacher Brewing Company, Riserva 2009-2011
1844, Aftershock Brewing Co, Oatmeal Raisin Cookie Ale
3299, Russian River Brewing Company, Toronado 25th Anniversary Ale
3779, Fallen Brewing Co, Chew Chew
3074, Brasserie Dieu du Ciel, Aphrodisiaque / Aphrodite
1910, Ironfire Brewing Company, The Devil Within DIPA
2382, Birra Peroni, Peroni Nastro Azzurro
1031, Russian River Brewing Company, Salvation
2285, Tioga-Sequoia Brewing Co. , DDH (Double Dry Hopped) Gen. Sherman IPA
127, Firestone Walker Brewing Company, Sucaba (2015)
1895, La Jolla Brewing Company, Magic Mango Wheat
1993, Highland Park Brewery, Sun-Soaked
3123, Hangar 24 Craft Brewery, Barrel Roll No. 4 - Hammerhead (2012)
545, Deschutes Brewery, Red Chair NWPA
1328, Gordon Biersch Brewing Company, Zwickel Bock
2122, Inland Empire Brewing Company, Mint Chocolate Milk Stout
3297, Saint Somewhere Brewing Company, Lectio Divina
3606, Beachwood Brewing, Udder Love
872, Mammoth Brewing Company, Tuolumne Meadows IPA
1936, Sierra Nevada Brewing Co., Kölsch
2202, Sierra Nevada Brewing Co., Old Chico Pale Bock
1491, Cismontane Brewing Co., Dos Cone Es (Oak Chips)
1696, Blue Moon Brewing Company, Summer Honey Wheat
2757, Bear Republic Brewing Co., Mach 10™
295, Unibroue, Maudite
927, Firestone Walker Brewing Company, Velvet Merlin (2014)
3782, Oakham Ales, Incubus
820, Clown Shoes, Blaecorn Unidragon (2015)
2516, The Bruery, Bottleworks XII
1911, Ballast Point Brewing & Spirits, Victory at Sea (Bourbon Barrel Aged)
668, ManRock Brewing Co., Cherry Mead Honey Wine
904, Hangar 24 Craft Brewery, Chocolate Porter
243, Almanac Beer Co., Golden Gate Gose
530, Green Flash Brewing Co., Road Warrior
2266, Boulevard Brewing Co., Pop-Up Session I.P.A.
1528, North Coast Brewing Company, Old Rasputin
329, Stone Brewing Co., Japanese Green Tea IPA (Second Edition)
2379, Arrogant Bastard Brewing Co., Double Bastard Ale (2014)
1397, Avery Brewing Company, Ellie's Brown Ale
2, Hangar 24 Craft Brewery, Betty IPA
2377, Bottle Logic Brewing, Darkstar November (2014)
1909, Wild Donkey Brewing Company, Orange Punch
2130, Goose Island Beer Co., Summertime
1329, Guinness, Smithwick's Draught / Premium Irish Ale / Red Ale
3479, Ipecac, Awesome Pad IPA
1133, The Bruery, Loakal Red
1674, Sierra Nevada Brewing Co., Torpedo Pilsner
1749, Good People Brewing Company, Snake Handler Double IPA
1556, Resignation Brewery, KCCO Gold Lager
3464, Bell's Brewery Inc., Hopslam Ale
524, Deschutes Brewery, Obsidian Stout
1733, Neshaminy Creek Brewing Company , Blitzkrieg Hops Double IPA
1586, Miller Brewing Company, Mickey's
1868, Barley Forge Brewing Co., Coconut Porter
2515, Black Market Brewing Co., 1945
825, Klosterbrauerei Weltenburg, Weltenburger Barock Dunkel
2578, Great Divide Brewing Company, Oatmeal Yeti (2014)
176, Stone Brewing Co., Ruination Double IPA 2.0
3261, Big Sky Brewing Company, Big Sky Kriek
2631, Los Gatos Brewing Company, Saison De Secheresse
2051, Marble Brewery , India Pale Ale
3766, Paradox Beer Company (Colorado), Skully Barrel No. 30 Aka "Salty Melons"
1850, Garage Brewing Co, Hatch Chile IPA
449, Drake's Brewing Company, 1500 Pale Ale
3030, New Belgium Brewing Company, La Folie (Lips of Faith) (2013)
67, Firestone Walker Brewing Company, Pivo Pils
967, Firestone Walker Brewing Company, Double Jack
280, The Libertine Pub, Once You Gose Black
429, Firestone Walker Brewing Company, Velvet Mocha Merlin
627, Noble Ale Works, Galaxy Showers
398, Grupo Modelo S.A. de C.V., Negra Modelo
1154, Rough Draft Brewing Company, Mr. Hopadapolis
1494, Pizza Port Brewing Co. , Ales For ALS
838, W Brewing, 559 RHA (RWW Hef Ale)
2580, Sierra Nevada Brewing Co., Audition (Barrel-Aged Ruthless Rye IPA)
1968, Brewmaster Jack, Hoppiness Is A Warm Pun
478, Auburn Alehouse, PU240 Imperial IPA
882, Desnoes & Geddes, Red Stripe
3519, Cigar City Brewing, Big Sound - Bourbon Barrel Aged
214, Uinta Brewing Company, Labyrinth Barrel Aged Quadruple Black Ale
47, Central Coast Brewing, Raspberry A La Tart
206, Headlands Brewing Co, Hill 88
3533, Ladyface Alehouse and Brasserie, Russian Lullaby
2175, Foolproof Brewing Company, Peanut Butter Raincloud
1359, Stift Engelszell, Gregorius
2279, Firestone Walker Brewing Company, Helldorado (2014)
1831, Maui Brewing Company, CoCoNut PorTeR
324, Riley's Brewing Company, Sancha Blonde w/ Real Honey
2684, The Lost Abbey, Cable Car Ale (2008)
3565, Pinch Flat Brewing, Punkin Pie Barleywine
890, SLO Brewing Company, Saint An's Saison
3420, Stone Brewing Co., Stone Enjoy By 04.01.13 IPA
918, Sierra Nevada Brewing Co., Northern Hemisphere Harvest Wet Hop IPA (2014)
3597, Brouwerij Boon, Framboise
175, Woodchuck Cidery, Gumption
3530, Cigar City Brewing, Sugar Plum Brown Ale
352, Sierra Nevada Brewing Co., Beer Camp Hoppy Lager (2015)
571, Phantom Ales, Grand Cru
1893, Groundswell Brewing Company, Belgian Tripel
3902, Mad River Brewing Company, Jamaica Brand Sunset IPA
1492, Knee Deep Brewing Company, Hop Shortage
2463, Jackie O's Pub & Brewery, Double Dynamo Hum
3055, Clown Shoes, Vampire Slayer
2744, Brasserie Cantillon, Mamouche (2013)
301, North Coast Brewing Company, Old Stock Ale (2011)
1468, Cismontane Brewing Co., St. Peter
1271, Legacy Brewing Company, The Chesty Irish Red
308, Samuel Smith's Old Brewery, Nut Brown Ale
2073, Bottle Logic Brewing, Dr. Strangematter 2014
786, Stone Brewing Co., RuinTen IPA (2015)
3305, Alpine Beer Company (CA), Ichabod Ale (2009)
1162, Grupo Modelo S.A. de C.V., Modelo Especial
3666, Rough Draft Brewing Company, Belgian Blonde
2491, Cascade Brewing Company (USA), Manhattan NW
1903, Breakwater Brewing Company, Rasbiscus Mead
618, Great Divide Brewing Company, Colette Farmhouse Ale
2460, Two Henrys Brewing Company, 7 Mile Bridge
2239, To Øl, Baltic Frontier
1066, New Glarus Brewing Company, Wild Sour Ale (Thumbprint)
2054, Central Coast Brewing, Belgian Dark Strong
2522, The Bruery, Beauregarde
1785, Firestone Walker Brewing Company, Saucerful O' Secrets
502, Deschutes Brewery, Hop in the Dark CDA
2887, The Bruery, Oude Tart (2013)
917, Firestone Walker Brewing Company, Maltose Falcons
3045, SLO Brewing Company, Pale Ale
3036, Terrapin Beer Co. , 10th Anniversary Ale
1639, Blue Moon Brewing Company, Farmhouse Red Ale
1392, Stone Brewing Co., Delicious IPA
1078, Russian River Brewing Company, Damnation
2967, Ballast Point Brewing & Spirits, Peaches & Cream Ale
1613, Tsingtao Brewery, Tsingtao
377, Brasserie Dupont, Saison Dupont
1908, Wild Donkey Brewing Company, Watermelon Wheat
1549, Hermitage Brewing Company, Villa Street American Red Ale
941, Firestone Walker Brewing Company, Agrestic
1830, Aftershock Brewing Co, Abuelita's Pastel De Cafe
2815, Deschutes Brewery, Black Butte XXI
397, Boddington's Brewery, Pub Ale
778, Deschutes Brewery, Conflux Series No. 3: Doppel Dinkel Bock
896, Bayerische Staatsbrauerei Weihenstephan, Weihenstephaner Korbinian
2489, Phantom Carriage, Crushing
1648, Minhas Craft Brewery , Simpler Times Lager
2802, Ladyface Alehouse and Brasserie, Blind Ambition
2862, Port Brewing Company, Older Viscosity (2013)
3288, The Bruery, Grant is Pale
936, Firestone Walker Brewing Company, Firestone 16 (XVI) Anniversary Ale
2053, Red Lodge Ales, Bent Nail IPA
1845, Aftershock Brewing Co, Hoppy Chino
2001, Southern Tier Brewing Company, 2X Stout (Double Milk Stout)
3802, Lone Madrone, Rackham
374, Ballast Point Brewing & Spirits, Victory at Sea
2221, Pizza Port Brewing Co. , Pick Six Pilsner
2354, Ballast Point Brewing & Spirits, Grunion With Passion Fruit_ Blood Orange_ And Guava
1414, Angry Orchard Cider Company, Crisp Apple
3294, Monkey Paw Brewing Company, 16th & F Creamsicle Ale
2604, New Belgium Brewing Company, Pumpkick (2014)
3185, Brasserie Cantillon, Gueuze 100% Lambic Bio
177, Firestone Walker Brewing Company, Double DBA (2012)
2017, Solvang Brewing Company, Julefest Ale
2058, AleSmith Brewing Company, Speedway Stout (Barrel Aged)
1878, Electric Brewing Company, Mother Heifer
2697, Baeltane Brewing , En Suite Saison
768, Tap It Brewing Co, No Soul
21, AMBEV, Brahva Extra
1882, Inland Empire Brewing Company, White IPA
2707, Cigar City Brewing, Hunahpu’s Imperial Stout
2268, Belching Beaver, Sour Puss
1252, AleSmith Brewing Company, Horny Devil
2142, New Belgium Brewing Company, Frambozen
161, The Lost Abbey, Lost & Found Abbey Ale
3019, Tioga-Sequoia Brewing Co. , 99 Golden Ale
3517, Societe Brewing Company, 10/19 O'Brien's Anniversary Ale
1069, Goose Island Beer Co., Pere Jacques
1120, Boulevard Brewing Co., Deep Dive
94, New Belgium Brewing Company, Fat Tire
2499, Founders Brewing Co., Backwoods Bastard
3348, Surly Brewing Company, Schadenfreude
2901, Baird Brewing Company, Dark Sky Imperial Stout
553, The Lost Abbey, Red Poppy Ale (2014)
404, Heretic Brewing Company, Chocolate Hazelnut Porter
385, Lagunitas Brewing Company, Imperial Stout
2115, Flying Dog Brewery, Double Dog
2012, Arrogant Bastard Brewing Co., Lukcy Basartd Ale (2014)
1218, Ska Brewing, Estival Cream Stout
303, Goose Island Beer Co., Bourbon County Brand Stout (2014) 14.4%
2780, Lagunitas Brewing Company, Fusion 20
1429, Brouwerij Sterkens, Yeast Hoist Abbey Ale
3370, Ladyface Alehouse and Brasserie, Chaparral Saison
527, The Lost Abbey, Carnevale
1041, Oskar Blues Brewery, Ten FIDY
2529, The Bruery, Filmishmish
325, Carlsberg Ukraine (Карлсберг Украина), Lvivske 1715 (Львiвське 1715)
3068, Islands Restaurant, India Pale Ale
3394, 21st Amendment Brewery , Sneak Attack
1710, Pyramid Breweries, Apricot Ale
3588, Ballast Point Brewing & Spirits, Victory At Cereal
1698, Lost Coast Brewery, Downtown Brown
3556, Upright Brewing Company, Captain Beefheart
1079, Firestone Walker Brewing Company, Lil' Opal (2013)
189, Erdinger Weissbräu, Erdinger Weißbier / Hefe-Weizen Dunkel
1745, Avondale Brewing Co., Vanillaphant Porter
3382, Sierra Nevada Brewing Co., Beer Camp #6 Empire Strikes Black (aka Russian Imperial Stout)
2839, Drake's Brewing Company, Black Boots
3094, The Bruery, Bois (Bourbon Barrel Aged)
723, Dogfish Head Craft Brewery, Midas Touch
2169, Tioga-Sequoia Brewing Co. , Midnight Lightning (Barrel Aged) 2015
46, Stone Brewing Co., 24 Carrot Golden Ale
2880, Drake's Brewing Company, Son Of Dad
1493, Lost Coast Brewery, Selmas Hef
1585, Anchor Brewing Company, Anchor Summer Wheat
1117, Stone Brewing Co., Stone Old Guardian Barley Wine (2015)
3572, Ipecac, Blackie New Year
615, Allagash Brewing Company, Avancé
532, Ballast Point Brewing & Spirits, Barmy Ale
1193, Boston Beer Company (Samuel Adams), Samuel Adams Cream Stout
1932, Winery Exchange World Brews, WingWalker India Pale Ale
3199, Indeed Brewing Company, Midnight Ryder Black IPA
2063, New Belgium Brewing Company, Ted’s Beer
2238, To Øl, Nelson Survin
891, HiteJinro, Hite Pale Lager
2474, Jester King Brewery, Boxer's Revenge
1262, Anaheim Brewery, Dark Scotch Ale
660, Gaymer Cider Company, William's Sir Perry
2208, Fieldwork Brewing Company, Swash
3728, Hofbrauhaus Freising, Huber Weisses Original
1524, Coronado Brewing Company, Islander IPA
2020, Schlenkerla Heller-Bräu Trum, Aecht Schlenkerla Rauchbier - Märzen
2240, Brasserie Cantillon, Grand Cru Bruocsella Lambic Bio
1480, Port Brewing Company, Wipeout IPA
741, House Of Pendragon Brewing Co., Batch 99
3585, Russian River Brewing Company, CBC Symposium Sour Brown Ale (2011)
3333, Amplified Ale Works, Dry School Hop Out
557, Stone Brewing Co., Levitation Ale
86, Alaskan Brewing Co., Amber
2196, Propolis Brewing , Sage Blackberry
1961, Heartland Brewery, Farmer Jon's Oatmeal Stout
1682, Cervecería Cuauhtémoc Moctezuma S.A. de C.V., Bohemia
914, Charles Wells Brewery, Sticky Toffee Pudding Ale
1033, Pizza Port Brewing Co. , Infamous Imperial Chocolate Stout
1383, Left Coast Brewing, Perfect Day
1589, Shock Top Brewing Co., Lemon Shandy
681, Speakeasy Ales & Lagers, Big Daddy IPA
908, Firestone Walker Brewing Company, Lil' Opal
1806, Goose Island Beer Co., Bourbon County Brand Stout (2015) 14.3%
1521, Woodchuck Cidery, Woodchuck Winter Chill Hard Cider
2378, Port Brewing Company, Santa's Little Helper (2008)
450, Guinness, Guinness Draught
2635, Sante Adairius Rustic Ales, 831 IPA
2187, Cascade Brewing Company (USA), Apricot Ale
593, Indian Wells Brewing Company, Blackout Stout
361, Stone Brewing Co., 2013 Stone Old Guardian Barley Wine
1884, SanTan Brewing Company, Mr. Pineapple
696, Sierra Nevada Brewing Co., Bigfoot (2015)
3534, Karl Strauss Brewing Company, To the 9's
1797, de Garde Brewing, Imperial Apricot Bu
3796, Breakside Brewery, Braggadocio
788, Ballast Point Brewing & Spirits, Victory At Sea (2015)
1673, Sierra Nevada Brewing Co., CANfusion
3481, Green Flash Brewing Co., Hop Head Red (-2013 Retired)
3677, Firestone Walker Brewing Company, Parabola
640, Schilling Cider, Grapefruit Cider
2010, Inland Empire Brewing Company, Rivertucky 2014 Reserve Series Imperial Stout Aged In Oak Bourbon Barrels
600, Uinta Brewing Company, Anniversary Barley Wine Ale
3289, The Bruery, Euphegenia
1656, Grupo Modelo S.A. de C.V., Montejo
795, The Libertine Pub, Fig U
2834, Evil Twin Brewing, Imperial Doughnut Break
512, Crispin Cider Company, The Saint
2362, Smog City Brewing, The Nothing
3169, Sequoia Brewing Company, Sequoia Pale Ale
1721, Unibroue, Fringante
3198, Drake's Brewing Company, Alpha Session
802, Aspall, English Dry Draft Cider
3633, Russian River Brewing Company, Janet's Brown Ale
3825, Craft Artisan Ales, Old Monterey Ale CA Lager
2952, Stone Brewing Co., Stone Enjoy By 12.13.13 IPA
1948, Brooklyn Brewery, Wild Horse Porter
3311, Bierbrouwerij Emelisse, TIPA
1762, Deschutes Brewery, Oktoberfest
3602, Iron Fist Brewing Co., Imperial Rebellion
1266, Anaheim Brewery, Anaheim 1888
292, AleSmith Brewing Company, Anvil ESB
1748, Left Hand Brewing Company, Milk Stout Nitro
3028, Tioga-Sequoia Brewing Co. , Sugar Pine Cocoa-Vanilla Porter
3142, Santa Cruz Mountain Brewing, Organic Devout Stout
1190, AleSmith Brewing Company, Cream Ale
3726, The Libertine Pub, Pub Blend Batch 6
